1014757,-0.197394499
1014622,-0.171504055
562710,-0.168003287
1018200,-0.167415544
526552,-0.163346097
1014666,-0.153094226
512344,-0.148739789
451134,-0.14757155
452095,-0.128310013
451552,-0.126907305
502437,-0.116628198
17688,-0.115354629
562366,-0.112847785
502597,-0.110889918
458652,-0.110144423
30682,-0.109730046
1014810,-0.109665953
503606,-0.103405469
552176,-0.100386324
459755,-0.098249035
21081,-0.097695992
361564,-0.097345766
468813,-0.095466082
646161,-0.094916264
450896,-0.093678758
551187,-0.091949475
647071,-0.090663542
18294,-0.087670221
502667,-0.087264322
517413,-0.086564212
472333,-0.084351806
459269,-0.083521854
551572,-0.08274112
10466,-0.082137305
459033,-0.080090031
29269,-0.07957991
487118,-0.077747609
414143,-0.076984269
17142,-0.07643501
10440,-0.07050915
502969,-0.068269579
17224,-0.065939702
17097,-0.063277483
29296,-0.062870159
510309,-0.062205277
464158,-0.059749521
361484,-0.059443357
1014662,-0.058290458
30255,-0.057485073
21804,-0.054091648
29396,-0.051176559
10417,-0.050767372
416079,-0.047800234
503703,-0.047508935
10425,-0.046562334
463385,-0.041845676
361064,-0.040652036
11120,-0.040394963
647216,-0.039331116
19483,-0.037863349
1014072,-0.037655202
502937,-0.037173303
391586,-0.035990371
362470,-0.03568878
445519,-0.035185315
552769,-0.034800434
472994,-0.034691144
468741,-0.034690878
516915,-0.033830025
451744,-0.03259102
1013869,-0.030425697
18787,-0.030072569
503465,-0.029651402
468842,-0.029399091
550818,-0.02839166
10414,-0.027654062
452579,-0.02765233
1018023,-0.026396248
562076,-0.024570155
405250,-0.022060387
525259,-0.021885144
409811,-0.02120143
1015195,-0.020478874
516856,-0.019943113
472871,-0.01959588
362912,-0.019431195
502981,-0.01939724
10349,-0.018699157
516852,-0.017047012
17452,-0.015924622
1015494,-0.015622735
647065,-0.014838811
10500,-0.013511083
459598,-0.01308744
502465,-0.012561535
551953,-0.010769328
411118,-0.01051579
504673,-0.009804394
552390,-0.009796832
20088,-0.009763968
365507,-0.009589903
646826,-0.009524425
410321,-0.00854116
450880,-0.007428189
371289,-0.007426889
411030,-0.007342825
375975,-0.007204273
550896,-0.007001783
377573,-0.005985919
552947,-0.005846351
562238,-0.005728522
368518,-0.005578107
452530,-0.005422448
552318,-0.00534159
551623,-0.005154233
447365,-0.003654168
384238,-0.003495227
516142,-0.003162231
452087,-0.002796955
361647,-0.00251838
531530,-0.002347274
563409,-0.002313668
563269,-0.001792847
361729,-0.001791572
10443,-0.001617745
393437,-0.001297324
562321,-0.000301153
413930,-0.000258465
500131,-8.18E-06
30173,4.18E-06
1014046,5.20E-06
1013978,6.33E-06
514310,7.05E-06
361103,7.26E-06
1014669,8.01E-06
453143,8.65E-06
1015229,1.52E-05
415689,1.69E-05
562336,1.73E-05
450248,1.77E-05
458501,2.12E-05
552108,2.66E-05
556048,2.77E-05
502267,3.18E-05
502620,3.23E-05
361372,3.47E-05
1015108,3.70E-05
17885,3.89E-05
451361,4.00E-05
17595,4.06E-05
1014387,4.07E-05
